frame,mode,state,level,enemyCount,normalBulletCount,orbitBulletCount,queryCount,nearbyCandidateCount,bruteForceCandidateCount,candidateReductionPercent,spatialBuildMilliseconds,collisionMilliseconds,separationMilliseconds
738,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
739,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
740,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
741,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
742,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
743,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
744,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
745,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
746,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
747,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
748,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
749,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
750,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
751,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
752,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
753,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
754,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
755,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
756,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
757,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
758,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
759,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
760,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
761,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
762,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
763,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
764,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
765,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
766,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
767,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
768,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
769,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
770,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
771,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
772,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
773,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
774,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
775,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
776,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
777,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
778,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
779,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
780,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
781,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
782,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
783,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
784,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
785,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
786,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
787,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
788,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
789,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
790,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
791,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
792,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
793,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
794,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
795,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
796,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
797,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
798,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
799,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
800,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
801,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
802,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
803,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
804,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
805,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
806,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
807,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
808,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
809,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
810,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
811,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
812,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
813,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
814,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
815,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
816,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
817,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
818,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
819,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
820,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
821,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
822,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
823,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
824,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
825,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
826,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
827,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
828,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
829,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
830,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
831,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
832,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
833,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
834,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
835,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
836,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
837,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
838,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
839,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
840,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
841,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
842,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
843,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
844,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
845,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
846,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
847,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
848,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
849,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
850,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
851,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
852,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
853,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
854,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
855,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
856,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
857,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
858,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
859,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
860,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
861,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
862,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
863,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
864,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
865,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
866,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
867,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
868,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
869,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
870,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
871,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
872,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
873,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
874,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
875,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
876,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
877,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
878,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
879,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
880,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
881,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
882,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
883,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
884,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
885,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
886,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
887,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
888,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
889,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
890,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
891,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
892,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
893,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
894,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
895,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
896,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
897,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
898,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
899,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
900,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
901,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
902,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
903,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
904,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
905,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
906,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
907,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
908,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
909,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
910,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
911,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
912,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
913,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
914,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
915,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
916,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
917,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
918,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
919,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
920,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
921,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
922,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
923,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
924,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
925,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
926,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
927,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
928,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
929,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
930,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
931,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
932,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
933,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
934,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
935,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
936,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
937,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
938,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
939,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
940,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
941,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
942,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
943,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
944,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
945,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
946,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
947,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
948,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
949,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
950,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
951,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
952,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
953,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
954,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
955,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
956,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
957,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
958,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
959,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
960,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
961,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
962,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
963,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
964,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
965,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
966,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
967,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
968,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
969,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
970,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
971,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
972,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
973,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
974,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
975,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
976,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
977,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
978,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
979,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
980,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
981,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
982,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
983,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
984,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
985,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
986,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
987,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
988,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
989,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
990,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
991,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
992,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
993,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
994,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
995,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
996,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
997,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
998,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
999,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1000,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1001,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1002,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1003,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1004,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1005,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1006,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1007,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1008,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1009,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1010,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1011,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1012,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1013,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1014,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1015,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1016,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1017,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1018,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1019,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
1020,spatial_grid,scene_stress,0,27,0,0,28,121,756,83.9947,0.0271,0.0016,0.0255
